Vessel ID,Vessel Type,Length (m),ETA Scheduled,Delay (h),ETA Actual,ETD,Service Time (hrs),Assigned Berth,Cargo Volume (tons),Draught (m),Weather at Arrival
VSL_1536,RoRo,324,2025-06-14 09:00:00,10.0,2025-06-14 19:00:00,2025-06-15 23:00:00,28.0,Berth_3,3497,8.37,Windy
VSL_1537,RoRo,245,2025-06-09 12:00:00,0.0,2025-06-09 12:00:00,2025-06-10 09:00:00,21.0,Berth_3,3693,6.57,Windy
VSL_1538,Passenger,354,2025-06-16 04:00:00,0.0,2025-06-16 04:00:00,2025-06-16 19:00:00,15.0,Berth_1,0,9.3,Storm
VSL_1539,Passenger,162,2025-06-01 06:00:00,0.0,2025-06-01 06:00:00,2025-06-02 22:00:00,40.0,Berth_4,0,7.93,Rain
VSL_1540,RoRo,359,2025-06-25 12:00:00,0.0,2025-06-25 12:00:00,2025-06-26 11:00:00,23.0,Berth_5,4295,6.99,Windy
VSL_1541,Container,230,2025-06-23 10:00:00,0.0,2025-06-23 10:00:00,2025-06-24 19:00:00,33.0,Berth_5,6067,10.26,Storm
VSL_1542,Tanker,368,2025-06-20 12:00:00,0.0,2025-06-20 12:00:00,2025-06-21 01:00:00,13.0,Berth_4,30686,15.72,Clear
VSL_1543,Tanker,270,2025-06-17 04:00:00,6.0,2025-06-17 10:00:00,2025-06-19 05:00:00,43.0,Berth_5,27019,14.47,Rain
VSL_1544,Tanker,302,2025-06-12 11:00:00,0.0,2025-06-12 11:00:00,2025-06-13 23:00:00,36.0,Berth_3,33981,14.46,Storm
VSL_1545,Tanker,214,2025-06-18 21:00:00,0.0,2025-06-18 21:00:00,2025-06-20 02:00:00,29.0,Berth_4,28325,15.13,Windy
VSL_1546,Passenger,127,2025-06-30 06:00:00,0.0,2025-06-30 06:00:00,2025-07-01 02:00:00,20.0,Berth_3,0,9.01,Storm
VSL_1547,RoRo,303,2025-06-09 08:00:00,0.0,2025-06-09 08:00:00,2025-06-09 23:00:00,15.0,Berth_2,5874,8.01,Windy
VSL_1548,RoRo,314,2025-06-22 07:00:00,0.0,2025-06-22 07:00:00,2025-06-22 21:00:00,14.0,Berth_5,6374,7.8,Storm
VSL_1549,Bulk,314,2025-06-11 16:00:00,0.0,2025-06-11 16:00:00,2025-06-13 09:00:00,41.0,Berth_1,41109,12.25,Windy
VSL_1550,Container,274,2025-06-10 04:00:00,0.0,2025-06-10 04:00:00,2025-06-11 02:00:00,22.0,Berth_1,19740,10.86,Rain
VSL_1551,Bulk,212,2025-06-16 08:00:00,0.0,2025-06-16 08:00:00,2025-06-18 01:00:00,41.0,Berth_3,37553,12.05,Clear
VSL_1552,Bulk,279,2025-06-29 23:00:00,10.0,2025-06-30 09:00:00,2025-07-02 05:00:00,44.0,Berth_5,26438,14.45,Rain
VSL_1553,Bulk,180,2025-06-14 20:00:00,0.0,2025-06-14 20:00:00,2025-06-16 10:00:00,38.0,Berth_4,20138,12.95,Rain
VSL_1554,RoRo,241,2025-06-27 22:00:00,0.0,2025-06-27 22:00:00,2025-06-28 13:00:00,15.0,Berth_3,5455,7.58,Storm
VSL_1555,Container,170,2025-06-04 09:00:00,0.0,2025-06-04 09:00:00,2025-06-05 01:00:00,16.0,Berth_3,15383,10.63,Rain
VSL_1556,Passenger,396,2025-06-28 12:00:00,8.0,2025-06-28 20:00:00,2025-06-30 03:00:00,31.0,Berth_3,0,8.87,Storm
VSL_1557,RoRo,124,2025-06-08 03:00:00,0.0,2025-06-08 03:00:00,2025-06-08 20:00:00,17.0,Berth_2,7961,6.59,Rain
VSL_1558,Container,211,2025-06-09 23:00:00,0.0,2025-06-09 23:00:00,2025-06-10 15:00:00,16.0,Berth_1,7090,11.34,Storm
VSL_1559,Passenger,289,2025-06-03 07:00:00,0.0,2025-06-03 07:00:00,2025-06-03 14:00:00,7.0,Berth_5,0,8.91,Clear
VSL_1560,Container,141,2025-06-12 04:00:00,11.0,2025-06-12 15:00:00,2025-06-14 12:00:00,45.0,Berth_4,15137,9.57,Rain
VSL_1561,RoRo,120,2025-06-27 17:00:00,3.0,2025-06-27 20:00:00,2025-06-28 10:00:00,14.0,Berth_1,2287,7.66,Rain
VSL_1562,RoRo,252,2025-06-20 22:00:00,0.0,2025-06-20 22:00:00,2025-06-22 14:00:00,40.0,Berth_5,5644,6.34,Windy
VSL_1563,Passenger,352,2025-06-26 11:00:00,0.0,2025-06-26 11:00:00,2025-06-27 22:00:00,35.0,Berth_5,0,8.09,Rain
VSL_1564,Bulk,131,2025-06-21 13:00:00,2.0,2025-06-21 15:00:00,2025-06-23 07:00:00,40.0,Berth_4,35176,12.91,Rain
VSL_1565,Tanker,165,2025-06-13 22:00:00,3.0,2025-06-14 01:00:00,2025-06-14 07:00:00,6.0,Berth_3,28793,15.17,Clear
VSL_1566,RoRo,153,2025-06-21 08:00:00,7.0,2025-06-21 15:00:00,2025-06-22 16:00:00,25.0,Berth_3,6890,6.58,Clear
VSL_1567,Passenger,197,2025-06-16 22:00:00,0.0,2025-06-16 22:00:00,2025-06-17 16:00:00,18.0,Berth_5,0,8.09,Windy
VSL_1568,Tanker,337,2025-06-28 13:00:00,0.0,2025-06-28 13:00:00,2025-06-29 19:00:00,30.0,Berth_2,27234,14.2,Windy
VSL_1569,Passenger,192,2025-06-27 03:00:00,12.0,2025-06-27 15:00:00,2025-06-28 14:00:00,23.0,Berth_5,0,9.02,Storm
VSL_1570,Tanker,368,2025-06-03 22:00:00,2.0,2025-06-04 00:00:00,2025-06-04 17:00:00,17.0,Berth_4,39672,14.68,Storm
VSL_1571,Tanker,166,2025-06-14 16:00:00,9.0,2025-06-15 01:00:00,2025-06-15 08:00:00,7.0,Berth_1,22185,16.43,Rain
VSL_1572,Bulk,240,2025-06-06 08:00:00,0.0,2025-06-06 08:00:00,2025-06-07 18:00:00,34.0,Berth_2,20911,12.38,Storm
VSL_1573,Tanker,333,2025-06-15 14:00:00,0.0,2025-06-15 14:00:00,2025-06-16 22:00:00,32.0,Berth_4,34339,15.16,Clear
VSL_1574,Bulk,358,2025-06-04 10:00:00,7.0,2025-06-04 17:00:00,2025-06-05 08:00:00,15.0,Berth_1,50598,13.18,Windy
VSL_1575,Bulk,175,2025-06-17 06:00:00,12.0,2025-06-17 18:00:00,2025-06-18 00:00:00,6.0,Berth_2,40218,13.93,Storm
VSL_1576,Tanker,226,2025-06-02 10:00:00,0.0,2025-06-02 10:00:00,2025-06-03 04:00:00,18.0,Berth_1,44153,15.67,Windy
VSL_1577,RoRo,167,2025-06-17 14:00:00,0.0,2025-06-17 14:00:00,2025-06-18 15:00:00,25.0,Berth_2,7154,7.82,Clear
VSL_1578,Bulk,180,2025-06-21 12:00:00,6.0,2025-06-21 18:00:00,2025-06-23 16:00:00,46.0,Berth_1,58692,12.54,Clear
VSL_1579,Tanker,145,2025-06-28 00:00:00,0.0,2025-06-28 00:00:00,2025-06-29 09:00:00,33.0,Berth_2,28094,15.46,Storm
VSL_1580,Tanker,376,2025-06-01 09:00:00,0.0,2025-06-01 09:00:00,2025-06-01 17:00:00,8.0,Berth_4,49073,14.39,Clear
VSL_1581,Tanker,127,2025-06-07 17:00:00,10.0,2025-06-08 03:00:00,2025-06-09 16:00:00,37.0,Berth_3,13935,14.15,Windy
VSL_1582,Passenger,232,2025-06-05 13:00:00,0.0,2025-06-05 13:00:00,2025-06-06 03:00:00,14.0,Berth_3,0,9.45,Rain
VSL_1583,RoRo,372,2025-06-09 05:00:00,0.0,2025-06-09 05:00:00,2025-06-09 12:00:00,7.0,Berth_3,7934,6.34,Clear
VSL_1584,RoRo,299,2025-06-19 16:00:00,12.0,2025-06-20 04:00:00,2025-06-21 21:00:00,41.0,Berth_4,3554,7.42,Rain
VSL_1585,Bulk,326,2025-06-20 23:00:00,0.0,2025-06-20 23:00:00,2025-06-21 22:00:00,23.0,Berth_5,51341,12.4,Windy
VSL_1586,RoRo,246,2025-06-13 14:00:00,0.0,2025-06-13 14:00:00,2025-06-14 12:00:00,22.0,Berth_4,2005,7.94,Storm
VSL_1587,Tanker,175,2025-06-01 19:00:00,0.0,2025-06-01 19:00:00,2025-06-03 16:00:00,45.0,Berth_5,25649,14.8,Clear
VSL_1588,Passenger,333,2025-06-17 12:00:00,0.0,2025-06-17 12:00:00,2025-06-18 06:00:00,18.0,Berth_4,0,8.91,Windy
VSL_1589,Passenger,133,2025-06-13 01:00:00,0.0,2025-06-13 01:00:00,2025-06-14 03:00:00,26.0,Berth_3,0,7.28,Clear
VSL_1590,Container,147,2025-06-06 12:00:00,0.0,2025-06-06 12:00:00,2025-06-07 05:00:00,17.0,Berth_2,8507,10.21,Clear
VSL_1591,Container,197,2025-06-25 08:00:00,0.0,2025-06-25 08:00:00,2025-06-27 07:00:00,47.0,Berth_4,22230,10.56,Rain
VSL_1592,Container,335,2025-06-16 15:00:00,0.0,2025-06-16 15:00:00,2025-06-17 11:00:00,20.0,Berth_1,5428,11.33,Windy
VSL_1593,RoRo,273,2025-06-04 09:00:00,0.0,2025-06-04 09:00:00,2025-06-05 20:00:00,35.0,Berth_1,4956,7.4,Storm
VSL_1594,Bulk,133,2025-06-03 11:00:00,1.0,2025-06-03 12:00:00,2025-06-05 09:00:00,45.0,Berth_1,34916,12.19,Windy
VSL_1595,Passenger,306,2025-06-05 03:00:00,0.0,2025-06-05 03:00:00,2025-06-05 15:00:00,12.0,Berth_5,0,7.96,Windy
VSL_1596,Passenger,126,2025-06-29 00:00:00,0.0,2025-06-29 00:00:00,2025-06-29 21:00:00,21.0,Berth_2,0,8.4,Storm
VSL_1597,Container,122,2025-06-28 05:00:00,0.0,2025-06-28 05:00:00,2025-06-29 23:00:00,42.0,Berth_4,18994,11.21,Windy
VSL_1598,Tanker,230,2025-06-24 11:00:00,0.0,2025-06-24 11:00:00,2025-06-25 18:00:00,31.0,Berth_2,44989,16.5,Storm
VSL_1599,Bulk,357,2025-06-14 10:00:00,0.0,2025-06-14 10:00:00,2025-06-16 03:00:00,41.0,Berth_3,39361,13.03,Storm
VSL_1600,Bulk,358,2025-06-26 23:00:00,0.0,2025-06-26 23:00:00,2025-06-27 20:00:00,21.0,Berth_2,39580,13.91,Rain
VSL_1601,Bulk,393,2025-06-20 07:00:00,0.0,2025-06-20 07:00:00,2025-06-21 17:00:00,34.0,Berth_1,17271,14.46,Clear
VSL_1602,Passenger,346,2025-06-06 18:00:00,4.0,2025-06-06 22:00:00,2025-06-07 23:00:00,25.0,Berth_2,0,9.14,Clear
VSL_1603,Bulk,134,2025-06-24 14:00:00,0.0,2025-06-24 14:00:00,2025-06-26 04:00:00,38.0,Berth_5,25139,12.24,Storm
VSL_1604,Bulk,311,2025-06-07 15:00:00,10.0,2025-06-08 01:00:00,2025-06-08 15:00:00,14.0,Berth_2,30269,12.64,Rain
VSL_1605,Container,238,2025-06-25 08:00:00,0.0,2025-06-25 08:00:00,2025-06-26 15:00:00,31.0,Berth_2,7529,10.81,Storm
VSL_1606,Tanker,147,2025-06-21 19:00:00,0.0,2025-06-21 19:00:00,2025-06-23 13:00:00,42.0,Berth_1,49009,15.61,Clear
VSL_1607,Passenger,321,2025-06-17 06:00:00,0.0,2025-06-17 06:00:00,2025-06-17 17:00:00,11.0,Berth_3,0,7.87,Storm
VSL_1608,RoRo,158,2025-06-06 03:00:00,0.0,2025-06-06 03:00:00,2025-06-06 23:00:00,20.0,Berth_5,9607,6.03,Storm
VSL_1609,Container,392,2025-06-14 00:00:00,9.0,2025-06-14 09:00:00,2025-06-16 00:00:00,39.0,Berth_5,9901,9.82,Windy
VSL_1610,Tanker,350,2025-06-03 03:00:00,0.0,2025-06-03 03:00:00,2025-06-04 10:00:00,31.0,Berth_5,47699,15.26,Windy
VSL_1611,RoRo,205,2025-06-13 08:00:00,6.0,2025-06-13 14:00:00,2025-06-14 21:00:00,31.0,Berth_1,5898,7.43,Clear
VSL_1612,Passenger,245,2025-06-18 00:00:00,9.0,2025-06-18 09:00:00,2025-06-19 07:00:00,22.0,Berth_4,0,8.93,Windy
VSL_1613,Tanker,144,2025-06-21 12:00:00,7.0,2025-06-21 19:00:00,2025-06-23 12:00:00,41.0,Berth_5,22851,15.4,Windy
VSL_1614,Tanker,264,2025-06-04 01:00:00,0.0,2025-06-04 01:00:00,2025-06-05 00:00:00,23.0,Berth_3,47749,14.22,Storm
VSL_1615,RoRo,132,2025-06-16 14:00:00,6.0,2025-06-16 20:00:00,2025-06-18 00:00:00,28.0,Berth_5,7369,6.06,Rain
VSL_1616,Tanker,331,2025-06-15 22:00:00,0.0,2025-06-15 22:00:00,2025-06-17 19:00:00,45.0,Berth_4,19556,15.1,Windy
VSL_1617,Tanker,144,2025-06-30 05:00:00,12.0,2025-06-30 17:00:00,2025-07-01 22:00:00,29.0,Berth_1,17364,15.85,Windy
VSL_1618,Passenger,187,2025-06-07 07:00:00,12.0,2025-06-07 19:00:00,2025-06-08 19:00:00,24.0,Berth_1,0,7.76,Storm
VSL_1619,Container,186,2025-06-15 03:00:00,0.0,2025-06-15 03:00:00,2025-06-15 22:00:00,19.0,Berth_2,11678,10.37,Rain
VSL_1620,Passenger,352,2025-06-21 14:00:00,0.0,2025-06-21 14:00:00,2025-06-23 11:00:00,45.0,Berth_2,0,8.74,Clear
VSL_1621,RoRo,228,2025-06-25 20:00:00,0.0,2025-06-25 20:00:00,2025-06-27 20:00:00,48.0,Berth_3,3395,6.15,Windy
VSL_1622,Passenger,265,2025-06-12 13:00:00,0.0,2025-06-12 13:00:00,2025-06-12 22:00:00,9.0,Berth_1,0,7.17,Rain
VSL_1623,Bulk,230,2025-06-05 14:00:00,11.0,2025-06-06 01:00:00,2025-06-06 08:00:00,7.0,Berth_4,30149,14.45,Clear
VSL_1624,Bulk,347,2025-06-21 16:00:00,0.0,2025-06-21 16:00:00,2025-06-23 12:00:00,44.0,Berth_2,28033,13.25,Storm
VSL_1625,Passenger,230,2025-06-01 22:00:00,9.0,2025-06-02 07:00:00,2025-06-02 15:00:00,8.0,Berth_3,0,7.83,Storm
VSL_1626,Tanker,153,2025-06-01 18:00:00,0.0,2025-06-01 18:00:00,2025-06-02 22:00:00,28.0,Berth_3,29813,14.59,Rain
VSL_1627,Container,230,2025-06-27 16:00:00,0.0,2025-06-27 16:00:00,2025-06-28 14:00:00,22.0,Berth_1,23184,11.37,Windy
VSL_1628,Tanker,383,2025-06-15 13:00:00,0.0,2025-06-15 13:00:00,2025-06-16 20:00:00,31.0,Berth_1,35048,15.3,Windy
VSL_1629,RoRo,355,2025-06-11 06:00:00,5.0,2025-06-11 11:00:00,2025-06-13 05:00:00,42.0,Berth_5,4697,7.12,Windy
VSL_1630,Tanker,202,2025-06-28 20:00:00,0.0,2025-06-28 20:00:00,2025-06-29 10:00:00,14.0,Berth_2,19051,14.77,Windy
VSL_1631,RoRo,161,2025-06-07 04:00:00,0.0,2025-06-07 04:00:00,2025-06-09 03:00:00,47.0,Berth_2,4600,6.17,Clear
VSL_1632,Tanker,220,2025-06-14 13:00:00,0.0,2025-06-14 13:00:00,2025-06-15 04:00:00,15.0,Berth_3,37134,16.4,Rain
VSL_1633,RoRo,125,2025-06-28 04:00:00,4.0,2025-06-28 08:00:00,2025-06-29 07:00:00,23.0,Berth_1,3077,6.46,Rain
VSL_1634,Passenger,299,2025-06-25 04:00:00,4.0,2025-06-25 08:00:00,2025-06-27 05:00:00,45.0,Berth_2,0,8.72,Rain
VSL_1635,Container,345,2025-06-30 08:00:00,10.0,2025-06-30 18:00:00,2025-07-02 06:00:00,36.0,Berth_4,17253,9.46,Storm
VSL_1636,RoRo,348,2025-06-21 05:00:00,4.0,2025-06-21 09:00:00,2025-06-21 23:00:00,14.0,Berth_1,5347,7.91,Clear
VSL_1637,Bulk,269,2025-06-18 14:00:00,0.0,2025-06-18 14:00:00,2025-06-19 10:00:00,20.0,Berth_2,28406,12.17,Storm
VSL_1638,Passenger,396,2025-06-21 21:00:00,0.0,2025-06-21 21:00:00,2025-06-22 23:00:00,26.0,Berth_2,0,8.07,Clear
VSL_1639,Passenger,317,2025-06-17 05:00:00,0.0,2025-06-17 05:00:00,2025-06-18 07:00:00,26.0,Berth_5,0,8.48,Clear
VSL_1640,Passenger,189,2025-06-05 15:00:00,0.0,2025-06-05 15:00:00,2025-06-07 01:00:00,34.0,Berth_1,0,9.19,Windy
VSL_1641,Passenger,231,2025-06-23 22:00:00,0.0,2025-06-23 22:00:00,2025-06-25 05:00:00,31.0,Berth_1,0,8.39,Clear
VSL_1642,Tanker,123,2025-06-13 10:00:00,0.0,2025-06-13 10:00:00,2025-06-14 20:00:00,34.0,Berth_3,28737,15.15,Storm
VSL_1643,Bulk,214,2025-06-27 03:00:00,0.0,2025-06-27 03:00:00,2025-06-27 12:00:00,9.0,Berth_2,45381,14.07,Storm
VSL_1644,Container,271,2025-06-22 08:00:00,10.0,2025-06-22 18:00:00,2025-06-23 07:00:00,13.0,Berth_5,9433,9.98,Rain
VSL_1645,RoRo,256,2025-06-02 01:00:00,0.0,2025-06-02 01:00:00,2025-06-02 18:00:00,17.0,Berth_2,9229,7.14,Rain
VSL_1646,Bulk,366,2025-06-30 12:00:00,0.0,2025-06-30 12:00:00,2025-07-02 11:00:00,47.0,Berth_2,23096,12.23,Storm
VSL_1647,Bulk,362,2025-06-04 15:00:00,0.0,2025-06-04 15:00:00,2025-06-06 06:00:00,39.0,Berth_5,55112,14.37,Storm
VSL_1648,Passenger,150,2025-06-17 05:00:00,0.0,2025-06-17 05:00:00,2025-06-17 13:00:00,8.0,Berth_3,0,8.41,Windy
VSL_1649,Tanker,159,2025-06-07 04:00:00,0.0,2025-06-07 04:00:00,2025-06-07 21:00:00,17.0,Berth_1,37497,14.77,Storm
VSL_1650,Bulk,348,2025-06-27 17:00:00,3.0,2025-06-27 20:00:00,2025-06-28 13:00:00,17.0,Berth_2,15231,13.56,Rain
VSL_1651,Container,155,2025-06-20 13:00:00,0.0,2025-06-20 13:00:00,2025-06-22 02:00:00,37.0,Berth_5,5188,10.52,Storm
VSL_1652,Tanker,342,2025-06-10 06:00:00,0.0,2025-06-10 06:00:00,2025-06-12 01:00:00,43.0,Berth_4,36879,15.1,Clear
VSL_1653,Tanker,125,2025-06-24 08:00:00,0.0,2025-06-24 08:00:00,2025-06-25 07:00:00,23.0,Berth_5,23607,14.12,Windy
VSL_1654,Container,339,2025-06-28 20:00:00,1.0,2025-06-28 21:00:00,2025-06-30 01:00:00,28.0,Berth_5,24768,9.75,Clear
VSL_1655,Container,194,2025-06-05 15:00:00,0.0,2025-06-05 15:00:00,2025-06-06 23:00:00,32.0,Berth_2,14318,10.53,Windy
VSL_1656,RoRo,123,2025-06-25 16:00:00,0.0,2025-06-25 16:00:00,2025-06-26 21:00:00,29.0,Berth_1,8295,6.75,Rain
VSL_1657,RoRo,253,2025-06-03 21:00:00,0.0,2025-06-03 21:00:00,2025-06-05 06:00:00,33.0,Berth_1,4398,7.18,Clear
VSL_1658,Bulk,237,2025-06-15 01:00:00,0.0,2025-06-15 01:00:00,2025-06-16 16:00:00,39.0,Berth_2,28700,13.53,Clear
VSL_1659,Passenger,213,2025-06-27 20:00:00,0.0,2025-06-27 20:00:00,2025-06-29 11:00:00,39.0,Berth_4,0,8.81,Rain
VSL_1660,RoRo,181,2025-06-26 23:00:00,10.0,2025-06-27 09:00:00,2025-06-28 11:00:00,26.0,Berth_5,4898,8.32,Storm
VSL_1661,Passenger,313,2025-06-27 23:00:00,0.0,2025-06-27 23:00:00,2025-06-29 12:00:00,37.0,Berth_2,0,9.21,Windy
VSL_1662,Bulk,322,2025-06-09 06:00:00,8.0,2025-06-09 14:00:00,2025-06-09 20:00:00,6.0,Berth_1,28587,14.0,Storm
VSL_1663,RoRo,145,2025-06-02 22:00:00,0.0,2025-06-02 22:00:00,2025-06-04 01:00:00,27.0,Berth_2,2092,7.6,Rain
VSL_1664,Bulk,292,2025-06-03 21:00:00,0.0,2025-06-03 21:00:00,2025-06-04 22:00:00,25.0,Berth_5,36228,13.92,Clear
VSL_1665,Bulk,252,2025-06-15 13:00:00,0.0,2025-06-15 13:00:00,2025-06-16 20:00:00,31.0,Berth_5,16908,14.08,Windy
VSL_1666,Bulk,237,2025-06-15 10:00:00,0.0,2025-06-15 10:00:00,2025-06-16 22:00:00,36.0,Berth_1,57313,12.34,Windy
VSL_1667,RoRo,394,2025-06-23 21:00:00,0.0,2025-06-23 21:00:00,2025-06-25 00:00:00,27.0,Berth_4,9600,7.86,Rain
VSL_1668,Passenger,331,2025-06-29 22:00:00,0.0,2025-06-29 22:00:00,2025-07-01 00:00:00,26.0,Berth_1,0,7.52,Rain
VSL_1669,Bulk,344,2025-06-03 19:00:00,1.0,2025-06-03 20:00:00,2025-06-04 11:00:00,15.0,Berth_3,39591,13.57,Windy
VSL_1670,Passenger,139,2025-06-26 20:00:00,2.0,2025-06-26 22:00:00,2025-06-28 04:00:00,30.0,Berth_3,0,8.76,Rain
VSL_1671,Container,232,2025-06-12 14:00:00,4.0,2025-06-12 18:00:00,2025-06-14 02:00:00,32.0,Berth_3,19808,11.07,Rain
VSL_1672,Tanker,259,2025-06-23 09:00:00,6.0,2025-06-23 15:00:00,2025-06-24 16:00:00,25.0,Berth_1,23244,16.28,Storm
VSL_1673,Passenger,166,2025-06-02 01:00:00,0.0,2025-06-02 01:00:00,2025-06-03 13:00:00,36.0,Berth_2,0,7.48,Storm
VSL_1674,Passenger,120,2025-06-14 05:00:00,2.0,2025-06-14 07:00:00,2025-06-15 09:00:00,26.0,Berth_5,0,8.69,Windy
VSL_1675,Tanker,209,2025-06-02 13:00:00,0.0,2025-06-02 13:00:00,2025-06-04 00:00:00,35.0,Berth_5,17591,14.01,Clear
VSL_1676,Passenger,261,2025-06-04 17:00:00,0.0,2025-06-04 17:00:00,2025-06-05 20:00:00,27.0,Berth_1,0,7.26,Rain
VSL_1677,Container,157,2025-06-25 15:00:00,0.0,2025-06-25 15:00:00,2025-06-26 16:00:00,25.0,Berth_2,15514,9.5,Rain
VSL_1678,Bulk,258,2025-06-23 17:00:00,0.0,2025-06-23 17:00:00,2025-06-24 19:00:00,26.0,Berth_1,32868,12.37,Rain
VSL_1679,Container,378,2025-06-01 15:00:00,0.0,2025-06-01 15:00:00,2025-06-03 12:00:00,45.0,Berth_1,11769,10.36,Rain
VSL_1680,Bulk,280,2025-06-07 00:00:00,0.0,2025-06-07 00:00:00,2025-06-08 00:00:00,24.0,Berth_2,19668,12.78,Rain
VSL_1681,Passenger,297,2025-06-19 22:00:00,8.0,2025-06-20 06:00:00,2025-06-20 15:00:00,9.0,Berth_1,0,7.26,Clear
VSL_1682,Container,129,2025-06-19 04:00:00,10.0,2025-06-19 14:00:00,2025-06-20 21:00:00,31.0,Berth_5,19609,10.54,Rain
VSL_1683,Bulk,380,2025-06-09 10:00:00,0.0,2025-06-09 10:00:00,2025-06-11 10:00:00,48.0,Berth_1,45519,13.42,Clear
VSL_1684,RoRo,257,2025-06-05 03:00:00,0.0,2025-06-05 03:00:00,2025-06-06 14:00:00,35.0,Berth_4,5854,6.58,Windy
VSL_1685,Tanker,291,2025-06-27 07:00:00,0.0,2025-06-27 07:00:00,2025-06-28 05:00:00,22.0,Berth_4,22016,15.75,Rain
VSL_1686,Bulk,132,2025-06-20 08:00:00,8.0,2025-06-20 16:00:00,2025-06-22 05:00:00,37.0,Berth_1,38032,13.2,Windy
VSL_1687,Bulk,287,2025-06-15 20:00:00,0.0,2025-06-15 20:00:00,2025-06-17 16:00:00,44.0,Berth_5,21745,13.01,Clear
VSL_1688,Bulk,249,2025-06-24 17:00:00,5.0,2025-06-24 22:00:00,2025-06-26 21:00:00,47.0,Berth_5,45210,13.0,Storm
VSL_1689,Tanker,203,2025-06-27 11:00:00,0.0,2025-06-27 11:00:00,2025-06-28 08:00:00,21.0,Berth_4,35153,14.17,Windy
VSL_1690,Passenger,220,2025-06-19 09:00:00,0.0,2025-06-19 09:00:00,2025-06-20 18:00:00,33.0,Berth_3,0,8.36,Windy
VSL_1691,Tanker,392,2025-06-29 06:00:00,12.0,2025-06-29 18:00:00,2025-07-01 18:00:00,48.0,Berth_5,41891,14.29,Storm
VSL_1692,Bulk,384,2025-06-24 16:00:00,0.0,2025-06-24 16:00:00,2025-06-25 04:00:00,12.0,Berth_2,35187,14.39,Clear
VSL_1693,Passenger,157,2025-06-05 15:00:00,0.0,2025-06-05 15:00:00,2025-06-07 11:00:00,44.0,Berth_4,0,7.82,Clear
VSL_1694,Container,213,2025-06-10 06:00:00,0.0,2025-06-10 06:00:00,2025-06-10 20:00:00,14.0,Berth_1,9807,10.65,Storm
VSL_1695,Passenger,214,2025-06-13 10:00:00,0.0,2025-06-13 10:00:00,2025-06-14 16:00:00,30.0,Berth_4,0,7.49,Rain
VSL_1696,Bulk,188,2025-06-25 07:00:00,0.0,2025-06-25 07:00:00,2025-06-26 08:00:00,25.0,Berth_4,37561,14.48,Clear
VSL_1697,Passenger,355,2025-06-22 18:00:00,0.0,2025-06-22 18:00:00,2025-06-24 01:00:00,31.0,Berth_3,0,7.16,Clear
VSL_1698,Container,256,2025-07-01 00:00:00,0.0,2025-07-01 00:00:00,2025-07-02 17:00:00,41.0,Berth_3,8594,11.15,Clear
VSL_1699,Tanker,195,2025-06-19 10:00:00,0.0,2025-06-19 10:00:00,2025-06-21 05:00:00,43.0,Berth_3,35086,15.02,Storm
VSL_1700,Passenger,154,2025-06-10 00:00:00,3.0,2025-06-10 03:00:00,2025-06-12 03:00:00,48.0,Berth_2,0,8.39,Rain
VSL_1701,RoRo,120,2025-06-07 13:00:00,0.0,2025-06-07 13:00:00,2025-06-08 13:00:00,24.0,Berth_2,3100,6.03,Clear
VSL_1702,Tanker,179,2025-06-21 18:00:00,0.0,2025-06-21 18:00:00,2025-06-23 18:00:00,48.0,Berth_2,15548,14.34,Storm
VSL_1703,RoRo,386,2025-06-30 16:00:00,0.0,2025-06-30 16:00:00,2025-07-02 12:00:00,44.0,Berth_5,3472,7.14,Storm
VSL_1704,Passenger,348,2025-06-20 04:00:00,0.0,2025-06-20 04:00:00,2025-06-21 10:00:00,30.0,Berth_2,0,8.06,Clear
VSL_1705,Passenger,389,2025-06-22 06:00:00,0.0,2025-06-22 06:00:00,2025-06-23 03:00:00,21.0,Berth_3,0,8.03,Rain
VSL_1706,Container,332,2025-06-02 14:00:00,0.0,2025-06-02 14:00:00,2025-06-04 08:00:00,42.0,Berth_3,8708,10.45,Clear
VSL_1707,Tanker,284,2025-06-23 11:00:00,0.0,2025-06-23 11:00:00,2025-06-24 10:00:00,23.0,Berth_1,44298,16.22,Clear
VSL_1708,Tanker,124,2025-06-21 03:00:00,0.0,2025-06-21 03:00:00,2025-06-23 01:00:00,46.0,Berth_1,45336,16.0,Rain
VSL_1709,Passenger,197,2025-06-03 06:00:00,0.0,2025-06-03 06:00:00,2025-06-04 09:00:00,27.0,Berth_1,0,8.17,Storm
VSL_1710,Passenger,181,2025-06-15 03:00:00,0.0,2025-06-15 03:00:00,2025-06-16 11:00:00,32.0,Berth_3,0,7.72,Clear
VSL_1711,Passenger,251,2025-06-13 23:00:00,11.0,2025-06-14 10:00:00,2025-06-16 04:00:00,42.0,Berth_4,0,8.45,Clear
VSL_1712,Bulk,208,2025-06-27 15:00:00,2.0,2025-06-27 17:00:00,2025-06-28 00:00:00,7.0,Berth_2,48134,12.19,Rain
VSL_1713,Bulk,356,2025-06-06 15:00:00,5.0,2025-06-06 20:00:00,2025-06-08 17:00:00,45.0,Berth_1,22310,13.51,Windy
VSL_1714,RoRo,161,2025-06-16 18:00:00,12.0,2025-06-17 06:00:00,2025-06-17 23:00:00,17.0,Berth_2,5972,6.45,Clear
